Serial Data,1379627,256
Serial Data,1379683,256
Serial Data,1379835,256
Serial Data,1379856,256
Serial Data,1380010,256
Serial Data,1380067,256
Serial Data,1380196,256
Serial Data,1380636,256
Serial Data,1380882,256
Serial Data,1380999,256
Serial Data,1381407,256
Serial Data,1381503,256
Serial Data,1382244,256
Serial Data,2734407,512
Serial Data,2734589,512
Serial Data,2734605,512
Serial Data,2734721,512
Serial Data,2734783,512
Serial Data,2734853,512
Serial Data,2734869,512
Serial Data,2734910,512
Serial Data,2734991,512
Serial Data,2735141,512
Serial Data,2735755,512
Serial Data,2736238,512
Serial Data,2736695,512
Serial Data,2736823,512
Serial Data,2736849,512
Serial Data,2737312,512
Serial Data,2737529,512
Serial Data,2737566,512
Serial Data,2737887,512
Serial Data,2738957,512
Serial Data,5446247,1024
Serial Data,5447203,1024
Serial Data,5447241,1024
Serial Data,5447767,1024
Serial Data,5448290,1024
Serial Data,5448540,1024
Serial Data,5448654,1024
Serial Data,5448672,1024
Serial Data,5448775,1024
Serial Data,5448927,1024
Serial Data,5449042,1024
Serial Data,5449392,1024
Serial Data,5449410,1024
Serial Data,5449704,1024
Serial Data,5450374,1024
Serial Data,5451067,1024
Serial Data,5451351,1024
Serial Data,5451921,1024
Serial Data,5451985,1024
Serial Data,5453149,1024
Serial filter,7334,1
Serial filter,7370,1
Serial filter,7396,1
Serial filter,7414,1
Serial filter,7419,1
Serial filter,7436,1
Serial filter,7447,1
Serial filter,7459,1
Serial filter,7471,1
Serial filter,7506,1
Serial filter,7537,1
Serial filter,7548,1
Serial filter,7551,1
Serial filter,7570,1
Serial filter,7584,1
Serial filter,7646,1
Serial filter,7708,1
Serial filter,7748,1
Serial filter,7750,1
Serial filter,7781,1
Serial filter,12053,2
Serial filter,12058,2
Serial filter,12060,2
Serial filter,12064,2
Serial filter,12064,2
Serial filter,12067,2
Serial filter,12067,2
Serial filter,12067,2
Serial filter,12068,2
Serial filter,12068,2
Serial filter,12068,2
Serial filter,12070,2
Serial filter,12070,2
Serial filter,12073,2
Serial filter,12075,2
Serial filter,12079,2
Serial filter,12080,2
Serial filter,12085,2
Serial filter,12105,2
Serial filter,12122,2
Serial filter,24112,4
Serial filter,24114,4
Serial filter,24114,4
Serial filter,24120,4
Serial filter,24121,4
Serial filter,24121,4
Serial filter,24122,4
Serial filter,24123,4
Serial filter,24123,4
Serial filter,24127,4
Serial filter,24127,4
Serial filter,24127,4
Serial filter,24129,4
Serial filter,24129,4
Serial filter,24129,4
Serial filter,24132,4
Serial filter,24138,4
Serial filter,24140,4
Serial filter,24180,4
Serial filter,24181,4
Serial filter,48218,8
Serial filter,48220,8
Serial filter,48227,8
Serial filter,48227,8
Serial filter,48230,8
Serial filter,48234,8
Serial filter,48234,8
Serial filter,48238,8
Serial filter,48238,8
Serial filter,48244,8
Serial filter,48248,8
Serial filter,48248,8
Serial filter,48248,8
Serial filter,48256,8
Serial filter,48259,8
Serial filter,48262,8
Serial filter,48272,8
Serial filter,48273,8
Serial filter,48375,8
Serial filter,48440,8
Serial filter,96433,16
Serial filter,96436,16
Serial filter,96454,16
Serial filter,96455,16
Serial filter,96460,16
Serial filter,96461,16
Serial filter,96462,16
Serial filter,96463,16
Serial filter,96465,16
Serial filter,96467,16
Serial filter,96472,16
Serial filter,96475,16
Serial filter,96476,16
Serial filter,96480,16
Serial filter,96493,16
Serial filter,96501,16
Serial filter,96502,16
Serial filter,96512,16
Serial filter,96567,16
Serial filter,96610,16
Serial filter,192892,32
Serial filter,192910,32
Serial filter,192921,32
Serial filter,192931,32
Serial filter,192946,32
Serial filter,192949,32
Serial filter,192951,32
Serial filter,192952,32
Serial filter,192962,32
Serial filter,192965,32
Serial filter,192988,32
Serial filter,192994,32
Serial filter,192996,32
Serial filter,193030,32
Serial filter,193038,32
Serial filter,193045,32
Serial filter,193067,32
Serial filter,193111,32
Serial filter,193240,32
Serial filter,193503,32
Serial filter,385659,64
Serial filter,385790,64
Serial filter,385795,64
Serial filter,385845,64
Serial filter,385852,64
Serial filter,385874,64
Serial filter,385886,64
Serial filter,385912,64
Serial filter,385916,64
Serial filter,385920,64
Serial filter,385936,64
Serial filter,385939,64
Serial filter,385942,64
Serial filter,385954,64
Serial filter,386010,64
Serial filter,386035,64
Serial filter,386058,64
Serial filter,386456,64
Serial filter,386557,64
Serial filter,386570,64
Serial filter,771562,128
Serial filter,771608,128
Serial filter,771612,128
Serial filter,771613,128
Serial filter,771632,128
Serial filter,771751,128
Serial filter,771767,128
Serial filter,771782,128
Serial filter,771785,128
Serial filter,771795,128
Serial filter,771802,128
Serial filter,771812,128
Serial filter,771858,128
Serial filter,771907,128
Serial filter,772026,128
Serial filter,772295,128
Serial filter,772430,128
Serial filter,772473,128
Serial filter,772567,128
Serial filter,772687,128
Serial filter,1542891,256
Serial filter,1542937,256
Serial filter,1543126,256
Serial filter,1543264,256
Serial filter,1543454,256
Serial filter,1543469,256
Serial filter,1543472,256
Serial filter,1543519,256
Serial filter,1543654,256
Serial filter,1543736,256
Serial filter,1543745,256
Serial filter,1543813,256
Serial filter,1543863,256
Serial filter,1544059,256
Serial filter,1544071,256
Serial filter,1544104,256
Serial filter,1544247,256
Serial filter,1544268,256
Serial filter,1544353,256
Serial filter,1544490,256
Serial filter,3086539,512
Serial filter,3086603,512
Serial filter,3086627,512
Serial filter,3086928,512
Serial filter,3087029,512
Serial filter,3087087,512
Serial filter,3087122,512
Serial filter,3087132,512
Serial filter,3087176,512
Serial filter,3087204,512
Serial filter,3087220,512
Serial filter,3087257,512
Serial filter,3087261,512
Serial filter,3087335,512
Serial filter,3087495,512
Serial filter,3087521,512
Serial filter,3087712,512
Serial filter,3087818,512
Serial filter,3087984,512
Serial filter,3088032,512
Serial filter,6173062,1024
Serial filter,6173077,1024
Serial filter,6173285,1024
Serial filter,6173516,1024
Serial filter,6173528,1024
Serial filter,6173757,1024
Serial filter,6173824,1024
Serial filter,6174144,1024
Serial filter,6174259,1024
Serial filter,6174333,1024
Serial filter,6174414,1024
Serial filter,6174522,1024
Serial filter,6175011,1024
Serial filter,6175343,1024
Serial filter,6175748,1024
Serial filter,6175854,1024
Serial filter,6176309,1024
Serial filter,6176328,1024
Serial filter,6176579,1024
Serial filter,6177002,1024
